time,IMU1.loc_acc_x,IMU1.loc_acc_y,IMU1.loc_acc_z,IMU2.loc_acc_x,IMU2.loc_acc_y,IMU2.loc_acc_z,IMU1.gyro_x,IMU1.gyro_y,IMU1.gyro_z,IMU2.gyro_x,IMU2.gyro_y,IMU2.gyro_z,IMU1.quat_i,IMU1.quat_j,IMU1.quat_k,IMU1.quat_w,IMU2.quat_i,IMU2.quat_j,IMU2.quat_k,IMU2.quat_w,IMU1.roll_x,IMU1.pitch_y,IMU1.yaw_z,IMU2.roll_x,IMU2.pitch_y,IMU2.yaw_z,IMU1.localVelocity_x,IMU1.localVelocity_y,IMU1.localVelocity_z,IMU2.localVelocity_x,IMU2.localVelocity_y,IMU2.localVelocity_z,IMU1.globalVelocity_x,IMU1.globalVelocity_y,IMU1.globalVelocity_z,IMU2.globalVelocity_x,IMU2.globalVelocity_y,IMU2.globalVelocity_z,mcl_sync,label_sync
1677190374347999,0.575253,-2.208367,-1.490652,2.502171,-0.796696,0.980103,-0.615566,-0.180353,0.106403,0.380978,0.328061,0.025490,0.642210,0.173286,0.206979,0.717595,0.038688,0.827492,0.170985,0.533637,1.455471,-0.017150,0.546480,2.425280,1.055061,2.618985,0.018678,-0.086673,0.090381,0.013674,-0.007336,0.084771,0.063609,-0.083105,-0.001646,0.065556,0.013264,0.085770,0,0
1677190374367999,0.242611,-1.273016,0.093876,1.698837,-1.104894,0.173786,-0.660074,-0.339845,0.088016,0.320353,0.400517,0.067101,0.638187,0.168745,0.206715,0.722327,0.040121,0.830385,0.168514,0.529810,1.441956,-0.020069,0.539956,2.441024,1.047888,2.629177,0.023873,-0.085939,0.100828,0.029020,-0.020628,0.080645,0.072352,-0.087047,-0.024809,0.053408,0.003043,0.045493,0,0
1677190374388000,-0.407271,0.557531,-0.025230,0.856251,-0.947057,0.280724,-0.655476,-0.299993,0.060525,0.159153,0.453083,0.144952,0.634109,0.164971,0.206218,0.726917,0.041226,0.833080,0.167841,0.525692,1.428938,-0.021691,0.534171,2.451711,1.039296,2.637467,0.016093,-0.048406,0.109021,0.027241,-0.030601,0.078424,0.065596,-0.091812,-0.012279,0.049909,-0.007842,0.020022,0,0
1677190374408000,-0.311348,1.371400,-0.569909,0.283149,-0.031584,-0.446070,-0.571255,-0.027671,-0.002671,0.010464,0.427972,0.185059,0.630185,0.163775,0.206812,0.730422,0.042145,0.835430,0.168869,0.521544,1.418112,-0.021411,0.533601,2.456907,1.029794,2.643069,0.010248,0.005486,0.106465,0.013830,-0.022136,0.061456,0.053438,-0.084248,0.014696,0.036583,-0.007760,0.016122,0,0
1677190374428000,0.066669,1.859223,-1.436714,-0.163556,0.578985,-0.895318,-0.396671,0.197692,-0.074205,-0.065320,0.341130,0.171039,0.627275,0.164999,0.208040,0.732301,0.042805,0.837205,0.170560,0.518082,1.411524,-0.019340,0.537246,2.458563,1.021476,2.646463,0.011972,0.069113,0.086734,-0.008583,-0.001362,0.035315,0.038042,-0.056728,0.048607,0.018148,-0.000621,0.027582,0,0
1677190374448000,-0.111185,0.973628,-1.829186,-0.175304,0.769164,-1.414232,-0.219909,0.295681,-0.107559,-0.046023,0.233556,0.115521,0.625523,0.167612,0.209260,0.732858,0.043324,0.838566,0.171756,0.515436,1.408846,-0.016123,0.542706,2.460040,1.015172,2.649109,0.010141,0.114900,0.059334,-0.031193,0.023279,-0.001370,0.017225,-0.026673,0.063622,-0.009626,0.007448,0.044863,0,0
1677190374468000,-0.461068,0.287861,-1.981019,-0.339166,0.641014,-1.466417,-0.121853,0.149044,-0.062662,0.011815,0.077090,0.055421,0.624901,0.169218,0.209607,0.732921,0.043852,0.839233,0.172015,0.514216,1.408372,-0.013920,0.545413,2.461196,1.012216,2.649948,0.001308,0.146740,0.029092,-0.056937,0.045387,-0.039241,-0.009869,0.000475,0.064502,-0.036462,0.012030,0.064573,0,0
1677190374488000,-0.686699,-1.486727,-0.992869,-0.330329,0.425526,-1.061658,0.016819,-0.135208,0.035241,0.036256,-0.075562,-0.033232,0.625621,0.168430,0.208659,0.732758,0.043967,0.839114,0.171510,0.514570,1.409658,-0.014248,0.542845,2.461828,1.013114,2.649639,-0.012049,0.142753,0.018822,-0.082259,0.063183,-0.069136,-0.027337,0.004012,0.033515,-0.055839,0.014619,0.079345,0,0
1677190374508000,-0.397319,-2.102020,-0.107470,-0.041052,-0.088058,-0.691561,0.183488,-0.232751,0.100751,0.041214,-0.193986,-0.100015,0.627479,0.166615,0.207515,0.731909,0.043648,0.838391,0.170435,0.516130,1.413136,-0.016530,0.538573,2.462179,1.017047,2.648770,-0.019636,0.126022,0.026486,-0.101447,0.070671,-0.091725,-0.029707,-0.005865,-0.006722,-0.070386,0.010851,0.082710,0,0
1677190374528000,-0.408125,-2.597385,-0.460159,0.683967,-0.239789,-0.131752,0.359592,-0.134701,0.107818,-0.017890,-0.293666,-0.105030,0.630578,0.165890,0.206694,0.729639,0.043180,0.836995,0.169861,0.518618,1.420534,-0.018594,0.536241,2.458989,1.022651,2.645274,-0.027465,0.098847,0.027334,-0.105683,0.075056,-0.103190,-0.034987,-0.010713,-0.057860,-0.081422,0.010536,0.068114,0,0
1677190374547999,-0.287864,-3.417836,-0.905776,1.608147,-0.712849,0.484673,0.397446,0.021583,0.085568,-0.101369,-0.321149,-0.064511,0.633809,0.166522,0.206622,0.726710,0.042629,0.835252,0.170152,0.521372,1.429212,-0.019892,0.536905,2.452424,1.028347,2.639801,-0.032920,0.054628,0.019521,-0.090885,0.069879,-0.102375,-0.041394,-0.008144,-0.126447,-0.088830,0.008897,0.029612,0,0
1677190374567999,-0.083453,-4.436811,-1.749606,2.450846,-0.957954,0.747886,0.154782,0.137692,0.081486,-0.135396,-0.295188,0.020778,0.635583,0.167523,0.207643,0.724636,0.042601,0.833587,0.171203,0.523689,1.434432,-0.021164,0.539816,2.443503,1.032327,2.632366,-0.034324,-0.010700,-0.004906,-0.058584,0.059668,-0.096323,-0.051173,0.009067,-0.217391,-0.098379,0.008223,-0.027074,0,0
1677190374587999,0.314529,-5.695168,-2.033211,2.704662,-1.131532,1.774200,-0.004597,0.218127,0.094125,-0.148438,-0.205208,0.124277,0.636481,0.168384,0.209792,0.723028,0.043173,0.831973,0.173075,0.525591,1.437313,-0.023568,0.544327,2.431891,1.034506,2.622610,-0.027812,-0.102016,-0.034732,-0.020464,0.045823,-0.069749,-0.054830,0.032939,-0.333772,-0.091285,0.010789,-0.097280,0,0
1677190374607999,0.635049,-5.694872,-0.487230,2.799360,-1.513998,1.989090,0.102994,0.192984,0.081758,-0.130555,-0.083362,0.173332,0.636912,0.168720,0.212097,0.721897,0.043894,0.830951,0.174936,0.526530,1.438641,-0.026581,0.548385,2.422412,1.034652,2.614808,-0.014940,-0.194234,-0.033356,0.020385,0.024135,-0.038858,-0.037015,0.034234,-0.445836,-0.080179,0.008027,-0.173313,0,0
1677190374628000,0.193831,-5.664574,0.893678,3.256862,-1.955747,2.261183,0.358947,0.165653,0.026831,-0.078488,0.008367,0.178628,0.638009,0.169893,0.213304,0.720296,0.044630,0.830463,0.176259,0.526797,1.442259,-0.027437,0.551833,2.416343,1.033779,2.609626,-0.010947,-0.286840,-0.004070,0.071308,-0.006610,-0.002485,-0.012634,0.008043,-0.554001,-0.067218,0.000959,-0.262296,0,0
1677190374648000,-1.305439,-4.993743,0.265358,4.125108,-1.774246,1.877986,0.613619,0.167991,-0.054548,-0.078808,0.060494,0.196503,0.641158,0.173468,0.212332,0.716927,0.045688,0.830549,0.177905,0.526017,1.452864,-0.023551,0.555091,2.411427,1.030409,2.605668,-0.037001,-0.367098,0.012949,0.140603,-0.033974,0.026285,-0.022264,-0.021294,-0.651395,-0.069304,0.000291,-0.362037,0,0
1677190374668000,-1.820239,-4.349863,-1.416715,4.716073,-1.654764,1.644356,0.633192,-0.111215,-0.010841,-0.075140,0.089824,0.205423,0.646253,0.175374,0.209281,0.712774,0.047016,0.831033,0.179760,0.524503,1.467410,-0.020494,0.552836,2.407338,1.025273,2.602498,-0.073417,-0.435624,-0.003369,0.222805,-0.059225,0.050464,-0.060147,-0.025434,-0.739837,-0.081394,0.004268,-0.469261,0,0
1677190374688000,-0.266494,-3.957865,-1.369021,4.686481,-1.928208,1.578816,0.697363,-0.233059,0.148423,-0.047592,0.086538,0.162574,0.652604,0.174487,0.207338,0.707756,0.047990,0.831638,0.180910,0.523059,1.483355,-0.023634,0.548441,2.405876,1.020994,2.601413,-0.078829,-0.497523,-0.018424,0.305577,-0.090246,0.073433,-0.072048,-0.012173,-0.819444,-0.094128,0.002970,-0.577354,0,0
1677190374708000,1.794945,-2.138599,-2.045742,4.097360,-2.117307,1.069815,0.789755,0.088292,0.121706,-0.150531,0.031176,0.077788,0.659320,0.175349,0.207911,0.701119,0.047617,0.831926,0.182088,0.522225,1.501630,-0.028284,0.550312,2.404760,1.018961,2.602644,-0.043087,-0.524314,-0.046699,0.377801,-0.125374,0.086343,-0.058534,0.037201,-0.862171,-0.110305,-0.007448,-0.672787,0,0
1677190374728000,1.507092,-3.230380,-1.085272,3.985190,-1.371027,0.971214,0.753235,0.191918,-0.118536,-0.305886,-0.056554,-0.014845,0.664721,0.178348,0.207638,0.695320,0.046157,0.831423,0.184549,0.522293,1.518088,-0.028028,0.553938,2.398895,1.018757,2.602574,-0.013182,-0.574274,-0.055449,0.449078,-0.145924,0.097420,-0.039319,0.067216,-0.925219,-0.128760,-0.004943,-0.760302,0,0
1677190374748000,0.179717,-3.030613,-0.128782,3.865153,-0.809878,1.078658,0.851925,-0.163733,-0.207845,-0.335585,-0.167051,-0.078600,0.670690,0.180254,0.203668,0.690252,0.044427,0.830157,0.187248,0.523496,1.535420,-0.024357,0.550472,2.389793,1.020805,2.599954,-0.009908,-0.621625,-0.044751,0.519311,-0.155619,0.110801,-0.033585,0.067894,-0.984032,-0.145257,0.008057,-0.842643,0,0
1677190374768000,0.146151,-1.447503,0.388958,3.165530,-0.552076,0.560336,0.982536,-0.289233,-0.012450,-0.235189,-0.293630,-0.145236,0.677921,0.180230,0.199962,0.684252,0.042844,0.828476,0.188591,0.525803,1.554914,-0.024475,0.544685,2.381907,1.025687,2.596241,-0.007391,-0.638744,-0.023382,0.576960,-0.160544,0.113988,-0.024575,0.060392,-1.011026,-0.164933,0.019328,-0.907354,0,0
1677190374787999,0.788133,0.366010,-1.515305,2.286530,-0.653033,0.507340,0.938327,0.075975,0.159898,-0.162149,-0.395919,-0.227416,0.685087,0.181412,0.199972,0.676759,0.040950,0.826300,0.188630,0.529353,1.575306,-0.028457,0.546176,2.375271,1.034015,2.592206,0.007875,-0.621061,-0.039781,0.618486,-0.167892,0.116302,-0.025371,0.092007,-1.001384,-0.177076,0.023635,-0.957449,0,0
1677190374807999,1.028054,-0.335795,0.569932,0.611783,-1.054819,0.646387,0.780864,0.321607,0.113922,-0.203153,-0.387199,-0.310181,0.689861,0.183940,0.201948,0.670611,0.037777,0.823886,0.188198,0.533489,1.590288,-0.031932,0.552588,2.370283,1.044849,2.590933,0.027849,-0.618913,-0.014163,0.628014,-0.183694,0.121598,-0.000128,0.090985,-1.005911,-0.170790,0.012246,-0.982505,0,0
1677190374827999,-0.789684,-2.566416,1.839477,-0.350171,-0.899836,0.526547,0.860478,0.140334,0.029907,-0.275951,-0.381800,-0.363464,0.694543,0.186532,0.201428,0.665196,0.033718,0.821294,0.188051,0.537793,1.605181,-0.031646,0.555458,2.365044,1.056603,2.591100,0.011373,-0.662903,0.037155,0.619831,-0.196827,0.124712,0.007986,0.051453,-1.057190,-0.158720,-0.001921,-0.988746,0,0
1677190374847999,-1.450833,-2.449695,0.467720,0.168813,-0.309518,0.203701,1.110268,-0.001897,0.095216,-0.349102,-0.388040,-0.319102,0.701826,0.188684,0.199353,0.657528,0.029864,0.818587,0.188983,0.541805,1.627162,-0.031697,0.555363,2.356480,1.066971,2.589260,-0.018422,-0.706099,0.061343,0.623585,-0.198596,0.121595,-0.010195,0.029056,-1.105779,-0.158430,-0.004221,-0.997641,0,0
1677190374867999,-0.786760,-0.761224,-2.584301,0.701119,0.364451,0.040788,1.430513,-0.009353,0.167260,-0.307694,-0.308742,-0.167696,0.712419,0.190801,0.197077,0.646114,0.027587,0.816387,0.190731,0.544626,1.658830,-0.034250,0.554853,2.345879,1.073189,2.584385,-0.035033,-0.717078,0.024788,0.639560,-0.187337,0.115456,-0.049409,0.063532,-1.115198,-0.167510,0.007753,-1.010177,0,0
1677190374888000,0.273961,0.316449,-2.214113,-0.500094,0.250543,0.428353,1.228661,-0.021671,0.122341,-0.158940,-0.191901,-0.050725,0.721343,0.192305,0.195199,0.636261,0.026681,0.814867,0.191802,0.546567,1.685729,-0.036906,0.554091,2.337853,1.076966,2.579148,-0.030527,-0.708058,-0.004074,0.633099,-0.178813,0.117315,-0.066199,0.100655,-1.101901,-0.159557,0.013740,-1.004913,0,0
1677190374908000,1.386876,0.863264,1.840127,-1.482461,-0.821486,0.850535,0.958128,-0.066067,0.001355,0.032005,-0.067722,-0.090975,0.727123,0.193188,0.193515,0.629895,0.025872,0.814273,0.190694,0.547877,1.703301,-0.038052,0.552822,2.338960,1.080888,2.579696,-0.003861,-0.689652,0.048430,0.608584,-0.192191,0.127872,-0.020982,0.079638,-1.086847,-0.132605,-0.002660,-0.992323,0,0
1677190374928000,0.426582,0.468471,1.985626,-0.875677,-0.943878,0.119065,0.896551,-0.152887,-0.035513,0.034030,0.010366,-0.131640,0.732421,0.193930,0.190786,0.624337,0.024617,0.814363,0.189272,0.548295,1.719504,-0.037325,0.549958,2.344606,1.083715,2.585011,0.003501,-0.680680,0.104115,0.597795,-0.208482,0.124060,0.009108,0.047023,-1.081391,-0.123276,-0.022371,-0.986391,0,0
1677190374948000,-1.021962,0.467168,0.188223,0.264725,-0.822397,-0.317880,1.074180,-0.167824,0.109504,-0.091256,0.057658,-0.103452,0.739521,0.194433,0.187785,0.616674,0.022956,0.814686,0.189110,0.547942,1.741082,-0.037948,0.546307,2.348932,1.084605,2.591508,-0.018206,-0.673254,0.124111,0.611396,-0.222807,0.111775,-0.004187,0.029387,-1.071853,-0.131268,-0.036670,-0.996901,0,0
1677190374968000,-1.308903,1.132004,-1.868311,0.756724,-0.325986,-0.306593,1.254891,-0.100099,0.256523,-0.167593,0.080824,-0.046825,0.748308,0.194755,0.185562,0.606564,0.021497,0.815002,0.190139,0.547175,1.767970,-0.041464,0.543353,2.350051,1.083756,2.596304,-0.045748,-0.654025,0.103224,0.636401,-0.227665,0.099987,-0.042583,0.040475,-1.041703,-0.144662,-0.039329,-1.012865,0,0
1677190374988000,-0.685070,0.671278,-0.882457,0.005320,-0.259245,0.127899,1.059445,0.005533,0.224437,-0.181664,0.052234,-0.022057,0.755338,0.195328,0.184554,0.597911,0.020153,0.814920,0.191429,0.546899,1.790084,-0.045240,0.542503,2.348591,1.083584,2.598716,-0.060909,-0.645471,0.102287,0.647918,-0.231646,0.097162,-0.060650,0.042934,-1.023652,-0.144434,-0.041900,-1.017968,0,0
1677190375008000,-0.277817,0.729468,0.630559,-1.248996,-0.339848,0.483595,0.844161,-0.113234,0.099105,-0.177346,-0.010754,-0.081046,0.760561,0.195495,0.182597,0.591805,0.018328,0.814318,0.192255,0.547569,1.806494,-0.046379,0.539875,2.346672,1.085944,2.600613,-0.068018,-0.637174,0.131828,0.635858,-0.237691,0.101726,-0.056103,0.024037,-1.010930,-0.127472,-0.049897,-1.003732,0,0
1677190375028000,0.067229,1.615167,0.493737,-1.433878,-0.220508,0.626428,0.762938,-0.269922,0.027302,-0.217971,-0.063511,-0.127158,0.765409,0.195032,0.179276,0.586700,0.016020,0.813297,0.193192,0.548827,1.821368,-0.045604,0.534526,2.343359,1.089790,2.601940,-0.068317,-0.612537,0.158837,0.621571,-0.241791,0.109422,-0.045421,0.006594,-0.980301,-0.106945,-0.055622,-0.986264,0,0
1677190375047999,0.279812,1.122893,0.726710,-0.964736,0.346936,0.366497,0.822339,-0.262637,-0.006561,-0.265799,-0.098153,-0.157623,0.770451,0.194891,0.175783,0.581178,0.013457,0.812069,0.194552,0.550232,1.837271,-0.044345,0.529509,2.338485,1.093886,2.602692,-0.064453,-0.599067,0.190691,0.618093,-0.234973,0.112194,-0.029498,-0.010522,-0.960481,-0.097027,-0.050090,-0.971608,0,0
1677190375067999,0.283384,0.500040,-0.057991,-0.468562,0.406175,0.246322,0.919384,-0.247676,-0.029488,-0.250232,-0.159567,-0.152124,0.776185,0.195223,0.171982,0.574537,0.011210,0.810586,0.195862,0.552003,1.855962,-0.042667,0.524891,2.332060,1.098442,2.601337,-0.060603,-0.599314,0.207019,0.625912,-0.227390,0.112834,-0.022394,-0.011703,-0.948578,-0.093490,-0.041819,-0.964571,0,0
1677190375087999,0.338193,0.630653,0.265811,-0.366976,0.370271,0.472541,0.908170,-0.215334,-0.022952,-0.194911,-0.230745,-0.092855,0.781643,0.195616,0.168538,0.567987,0.009892,0.808744,0.197070,0.554294,1.874045,-0.041271,0.520905,2.322677,1.103225,2.595504,-0.055738,-0.598146,0.229974,0.637079,-0.220929,0.118268,-0.010783,-0.018559,-0.936110,-0.086594,-0.032334,-0.960930,0,0
1677190375107999,0.463227,0.556809,0.770331,-0.341949,0.178476,0.646188,0.787394,-0.125654,0.023736,-0.097292,-0.303465,-0.077141,0.786167,0.195859,0.166400,0.562260,0.009334,0.806636,0.197519,0.557208,1.889153,-0.041400,0.518392,2.312520,1.108971,2.586637,-0.048450,-0.599579,0.263151,0.649998,-0.218691,0.127438,0.007755,-0.032165,-0.928226,-0.076013,-0.025200,-0.959967,0,0
1677190375128000,0.913017,0.682444,-0.285921,0.185890,-0.077740,0.655300,0.642881,-0.007315,0.036357,-0.021192,-0.353336,-0.143257,0.789955,0.196368,0.165594,0.556987,0.008743,0.804432,0.196932,0.560601,1.902200,-0.042888,0.518008,2.304290,1.116314,2.578175,-0.032240,-0.599548,0.275314,0.674654,-0.221947,0.137050,0.024312,-0.024941,-0.910944,-0.068151,-0.020269,-0.970108,0,0
1677190375148000,0.539165,0.223378,-0.985891,0.433072,-0.447579,0.358148,0.589862,0.011811,0.031957,-0.013711,-0.371108,-0.205342,0.793568,0.197073,0.164798,0.551813,0.007640,0.802255,0.195760,0.564137,1.914943,-0.044076,0.517975,2.298274,1.124778,2.571790,-0.023575,-0.609665,0.273570,0.705358,-0.232948,0.140970,0.026553,-0.007361,-0.897879,-0.065871,-0.022857,-0.985304,0,0
1677190375168000,0.174217,0.077781,-0.257335,-0.026448,-0.381616,0.254310,0.920931,0.013482,0.120856,-0.070839,-0.361559,-0.212165,0.798956,0.197669,0.163781,0.544075,0.006116,0.799997,0.194978,0.567622,1.933789,-0.046630,0.517372,2.291438,1.133281,2.565774,-0.022273,-0.623574,0.286467,0.727896,-0.242957,0.143056,0.029084,-0.004348,-0.892694,-0.062379,-0.027008,-0.991121,0,0
1677190375188000,0.624594,1.887941,-0.588001,-0.889337,0.422962,0.398586,1.238225,0.153920,0.250671,-0.159330,-0.330930,-0.191323,0.805931,0.198383,0.164101,0.533327,0.004345,0.797604,0.195259,0.570899,1.958606,-0.052927,0.518390,2.281514,1.140896,2.558615,-0.012022,-0.602071,0.292799,0.734113,-0.237178,0.148263,0.041536,-0.004474,-0.850940,-0.053679,-0.019367,-0.976890,0,0
1677190375208000,0.346343,3.217209,-0.644249,-1.864009,0.678900,0.266623,1.277254,0.202099,0.319020,-0.131175,-0.294123,-0.213456,0.812907,0.198899,0.164992,0.522156,0.002463,0.795448,0.195164,0.573944,1.983791,-0.060571,0.519642,2.273750,1.148434,2.553230,-0.007389,-0.554679,0.298035,0.721683,-0.226559,0.151056,0.052880,-0.017462,-0.784784,-0.042009,-0.012206,-0.942495,0,0
1677190375228000,-0.060401,5.203434,-2.265125,-2.419755,0.575421,-0.200911,1.134575,0.170351,0.304935,-0.072598,-0.285610,-0.262189,0.819122,0.199234,0.165597,0.512024,0.000445,0.793537,0.194192,0.576916,2.006578,-0.067314,0.520232,2.269617,1.156588,2.550379,-0.010937,-0.468162,0.270859,0.698889,-0.218263,0.144713,0.048381,-0.026647,-0.669912,-0.035008,-0.012203,-0.896051,0,0
1677190375248000,0.143425,5.963487,-2.138043,-3.351787,0.891897,-0.591265,0.721572,0.231049,0.226529,-0.087999,-0.277920,-0.237031,0.822781,0.199771,0.167182,0.505389,-0.001466,0.791670,0.193480,0.579712,2.020575,-0.073250,0.522492,2.264790,1.164140,2.547075,-0.010451,-0.366942,0.246209,0.658108,-0.203863,0.130766,0.051281,-0.043694,-0.542293,-0.030843,-0.012746,-0.828511,0,0
1677190375268000,-0.405668,5.936950,-2.870438,-4.616686,1.703868,-0.825228,0.036113,0.241567,0.096942,-0.133476,-0.236812,-0.188198,0.822724,0.200391,0.169374,0.504505,-0.003244,0.789927,0.193524,0.582062,2.021040,-0.076575,0.526010,2.258371,1.170202,2.543134,-0.020980,-0.266649,0.206874,0.592580,-0.173422,0.112330,0.037307,-0.055112,-0.409667,-0.027001,-0.005177,-0.731573,0,0
1677190375287999,-0.140197,5.205814,-3.891411,-6.112668,2.233085,-0.905147,-0.501635,0.178517,0.034638,-0.148411,-0.168616,-0.166424,0.820115,0.200290,0.171783,0.507967,-0.005060,0.788504,0.193835,0.583872,2.011492,-0.078362,0.528887,2.253042,1.175113,2.540760,-0.026229,-0.181269,0.147059,0.497579,-0.132566,0.092474,0.014941,-0.041425,-0.281172,-0.018116,0.005273,-0.603446,0,0
1677190375307999,0.320359,5.100299,-4.468323,-7.646539,2.494607,-1.228185,-0.280139,0.106970,0.093377,-0.071446,-0.082400,-0.144703,0.818978,0.199672,0.173520,0.509450,-0.006460,0.787741,0.193609,0.584964,2.006913,-0.080860,0.529948,2.252019,1.178675,2.541342,-0.022288,-0.098186,0.075626,0.372241,-0.086619,0.066323,-0.006017,-0.013100,-0.149136,-0.007145,0.012146,-0.443843,0,0
1677190375327999,0.529472,6.660534,-4.878749,-8.615718,2.686882,-1.593996,0.405629,0.008178,0.145363,-0.006339,-0.000582,-0.092425,0.821558,0.199291,0.173379,0.505479,-0.007240,0.787616,0.193139,0.585277,2.016063,-0.083504,0.528777,2.254078,1.180361,2.543803,-0.014180,0.016024,-0.004117,0.227751,-0.036936,0.033006,-0.022299,0.009600,0.015166,0.002139,0.016397,-0.263419,0,0
1677190375347999,0.203714,7.795952,-5.366997,-8.743009,2.783412,-1.568509,0.724512,-0.074592,0.071533,0.017065,0.057247,-0.045515,0.825676,0.199699,0.171455,0.499227,-0.007611,0.787872,0.192774,0.585048,2.031575,-0.083839,0.526733,2.257245,1.180564,2.546973,-0.012595,0.152971,-0.093747,0.080837,0.014599,0.000335,-0.044063,0.024649,0.203971,0.012330,0.022257,-0.080205,0,0
1677190375367999,0.231891,7.635185,-4.992265,-8.577908,2.629963,-1.988511,0.405142,-0.124354,-0.049541,0.010345,0.071918,-0.063460,0.827949,0.200287,0.169176,0.495993,-0.008207,0.788272,0.192308,0.584655,2.040444,-0.081547,0.524897,2.261956,1.180748,2.551867,-0.010448,0.286839,-0.176026,-0.062764,0.063017,-0.040613,-0.061055,0.034519,0.386842,0.014647,0.023652,0.101075,0,0
1677190375388000,0.616206,5.482599,-3.302859,-8.228599,2.582152,-1.968084,-0.080437,-0.139222,-0.094901,-0.043640,0.002136,-0.107559,0.827668,0.200250,0.167696,0.496978,-0.009322,0.788160,0.192025,0.584881,2.039247,-0.078635,0.523242,2.264340,1.182460,2.555412,-0.000608,0.377900,-0.224679,-0.199479,0.110462,-0.081045,-0.062027,0.041521,0.516821,0.015194,0.026075,0.275519,0,0
1677190375408000,0.603239,4.384671,-3.018909,-7.944428,2.258686,-1.730126,-0.247410,-0.168357,-0.069994,-0.041213,-0.112603,-0.160044,0.826697,0.199572,0.166440,0.499283,-0.010652,0.787347,0.191393,0.586160,2.034930,-0.075977,0.520821,2.264125,1.186600,2.556093,0.008984,0.447348,-0.267832,-0.330718,0.151450,-0.116625,-0.064074,0.054006,0.624615,0.019278,0.025572,0.441693,0,0
1677190375428000,0.532127,3.883378,-3.044459,-7.263502,2.198850,-1.370097,-0.082053,-0.197600,-0.026869,0.004946,-0.239561,-0.188541,0.826738,0.198681,0.164796,0.500116,-0.011666,0.785834,0.190289,0.588526,2.034205,-0.073826,0.517465,2.260466,1.192802,2.552124,0.017173,0.507221,-0.311695,-0.448658,0.191285,-0.144926,-0.069019,0.070593,0.723566,0.025100,0.029396,0.593222,0,0
1677190375448000,0.987831,3.288739,-2.341326,-6.175872,2.003383,-1.173916,0.150332,-0.147229,0.013278,0.035394,-0.346409,-0.163292,0.827906,0.197979,0.163491,0.498889,-0.012068,0.783753,0.189137,0.591656,2.037893,-0.073237,0.514670,2.252146,1.199862,2.542516,0.034502,0.555755,-0.341711,-0.545271,0.227285,-0.169242,-0.061149,0.085728,0.806350,0.027812,0.035468,0.722541,0,0
1677190375468000,0.784370,2.983269,-1.335208,-5.086941,1.246830,-0.623349,0.155035,-0.103931,0.020284,0.095184,-0.365881,-0.125324,0.828886,0.197435,0.162604,0.497766,-0.011858,0.781610,0.187665,0.594954,2.041051,-0.073073,0.512632,2.242710,1.206838,2.530448,0.047795,0.598832,-0.351834,-0.620637,0.248257,-0.182497,-0.048277,0.085945,0.874350,0.037021,0.035461,0.824881,0,0
1677190375488000,-0.012931,2.410807,-1.018175,-4.042058,0.544515,-0.039814,-0.177962,-0.089101,0.009517,0.119124,-0.328387,-0.082565,0.828108,0.196657,0.162215,0.499492,-0.011326,0.779655,0.186179,0.597990,2.037438,-0.072268,0.510964,2.233452,1.212992,2.518097,0.045182,0.631206,-0.355863,-0.675743,0.255315,-0.184049,-0.048265,0.078614,0.928158,0.053757,0.030261,0.901331,0,0
1677190375508000,-0.272417,1.458883,0.101216,-3.221974,-0.036685,0.238380,-0.552674,-0.038136,0.006386,0.127057,-0.301433,-0.061291,0.825190,0.195560,0.162970,0.504482,-0.010717,0.777840,0.184657,0.600829,2.025660,-0.071711,0.510276,2.224729,1.218711,2.506138,0.037424,0.645382,-0.337763,-0.715183,0.250909,-0.180017,-0.045624,0.059995,0.954766,0.073355,0.019266,0.958163,0,0
1677190375528000,0.099067,0.889523,0.212243,-2.414863,-0.243714,0.254424,-0.718499,-0.015055,-0.038150,0.059685,-0.262976,-0.035119,0.821315,0.194576,0.164150,0.510766,-0.010387,0.776157,0.183795,0.603271,2.010594,-0.070931,0.510385,2.215409,1.223463,2.494970,0.037149,0.649098,-0.317712,-0.739314,0.242550,-0.175659,-0.037384,0.048198,0.970901,0.089475,0.007787,0.998757,0,0
1677190375547999,0.135511,0.269492,-0.196503,-1.570717,-0.115453,0.499651,-0.791701,-0.065073,-0.127550,-0.028173,-0.189547,0.012413,0.817083,0.193959,0.164543,0.517615,-0.010265,0.774723,0.184009,0.605048,1.994679,-0.068153,0.510277,2.205047,1.226362,2.484670,0.037660,0.641426,-0.306119,-0.747490,0.236969,-0.166405,-0.034250,0.048187,0.979336,0.104844,0.003592,1.023251,0,0
1677190375567999,0.137570,0.173475,-0.159316,-1.056250,-0.177861,0.605230,-0.736861,-0.105021,-0.208681,0.015189,-0.100116,0.018256,0.812998,0.193877,0.164069,0.524187,-0.009983,0.773904,0.183935,0.606122,1.979888,-0.063562,0.510049,2.199121,1.228043,2.478188,0.038276,0.632923,-0.294072,-0.746393,0.230377,-0.155062,-0.031021,0.048433,0.985689,0.119682,0.000964,1.037343,0,0
